* Top 60,000 lemmas, with word forms for each lemma
* This word frequency data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
384	walk	v	253671	57982	walking
384	walk	v	253671	22419	walks
385	door	n	252623	210094	door
385	door	n	252623	42529	doors
386	white	j	251664	250592	white
386	white	j	251664	796	whiter
386	white	j	251664	276	whitest
387	several	d	251543	251543	several
388	court	n	250891	216977	court
388	court	n	250891	33913	courts
389	home	r	250331	250331	home
390	grow	v	248803	76073	grow
390	grow	v	248803	65518	grew
390	grow	v	248803	48845	growing
390	grow	v	248803	42869	grown
390	grow	v	248803	15400	grows
390	grow	v	248803	98	growed
391	better	j	247453	247452	better
392	open	v	247043	109760	open
392	open	v	247043	81302	opened
392	open	v	247043	27991	opens
392	open	v	247043	27990	opening
393	moment	n	246362	200186	moment
393	moment	n	246362	46162	moments
393	moment	n	246362	14	mo-ment
394	including	i	245445	245445	including
395	consider	v	244644	110596	consider
395	consider	v	244644	105148	considered
395	consider	v	244644	17399	considering
395	consider	v	244644	11501	considers
396	both	r	244397	244397	both
397	such	i	244165	244165	such
398	little	r	244049	244049	little
399	within	i	243714	243714	within
400	second	m	243485	243485	second
401	late	j	242755	140170	late
401	late	j	242755	65114	latest
401	late	j	242755	37471	later
402	street	n	242552	188599	street
402	street	n	242552	53953	streets
403	free	j	242338	240518	free
403	free	j	242338	1590	freer
403	free	j	242338	229	freest
404	better	r	241827	241827	better
405	everyone	p	241313	241252	everyone
405	everyone	p	241313	61	every-one
406	policy	n	240181	175619	policy
406	policy	n	240181	64562	policies
407	table	n	238887	215946	table
407	table	n	238887	22941	tables
408	sorry	j	237541	237311	sorry
408	sorry	j	237541	123	sorrier
408	sorry	j	237541	107	sorriest
409	care	n	237259	236433	care
409	care	n	237259	826	cares
410	low	j	237027	130830	low
410	low	j	237027	90630	lower
410	low	j	237027	15567	lowest
411	human	j	236187	236187	human
412	please	r	236175	236175	please
413	hope	v	235945	147228	hope
413	hope	v	235945	46166	hoping
413	hope	v	235945	26452	hoped
413	hope	v	235945	16099	hopes
414	true	j	235467	233661	true
414	true	j	235467	1016	truer
414	true	j	235467	790	truest
415	process	n	235304	203892	process
415	process	n	235304	31412	processes
416	teacher	n	234642	127896	teachers
416	teacher	n	234642	106746	teacher
417	data	n	234516	234501	data
417	data	n	234516	15	datas
418	offer	v	234189	87332	offer
418	offer	v	234189	71567	offered
418	offer	v	234189	42663	offers
418	offer	v	234189	32627	offering
419	death	n	233153	207362	death
419	death	n	233153	25791	deaths
420	whole	j	233110	233110	whole
421	experience	n	232376	178536	experience
421	experience	n	232376	53840	experiences
422	plan	n	231629	159623	plan
422	plan	n	231629	72006	plans
423	easy	j	231262	163364	easy
423	easy	j	231262	60602	easier
423	easy	j	231262	7295	easiest
424	education	n	231036	230247	education
424	education	n	231036	789	educations
425	build	v	230071	92393	built
425	build	v	230071	92282	build
425	build	v	230071	37096	building
425	build	v	230071	8246	builds
425	build	v	230071	54	builded
426	expect	v	229855	100933	expect
426	expect	v	229855	93840	expected
426	expect	v	229855	21914	expecting
426	expect	v	229855	13168	expects
427	fall	v	229161	73326	fell
427	fall	v	229161	70336	fall
427	fall	v	229161	38929	falling
427	fall	v	229161	24425	fallen
427	fall	v	229161	22131	falls
427	fall	v	229161	14	falled
428	himself	p	228757	228309	himself
428	himself	p	228757	399	hisself
428	himself	p	228757	48	him-self
429	age	n	228610	196589	age
429	age	n	228610	32021	ages
430	hard	j	228234	198220	hard
430	hard	j	228234	21322	harder
430	hard	j	228234	8692	hardest
431	sense	n	226539	216464	sense
431	sense	n	226539	9703	senses
431	sense	n	226539	372	sensei
432	across	i	226402	226402	across
433	show	n	225884	187869	show
433	show	n	225884	38015	shows
434	early	j	224665	178363	early
434	early	j	224665	36555	earlier
434	early	j	224665	9747	earliest
435	college	n	224634	198523	college
435	college	n	224634	26111	colleges
436	music	n	222767	222329	music
436	music	n	222767	438	musics
437	appear	v	221287	73910	appear
437	appear	v	221287	71152	appears
437	appear	v	221287	65512	appeared
437	appear	v	221287	10713	appearing
438	mind	n	220441	188684	mind
438	mind	n	220441	31757	minds
439	class	n	219160	168761	class
439	class	n	219160	50399	classes
440	police	n	219041	219000	police
440	police	n	219041	41	po-lice
441	use	n	218006	205665	use
441	use	n	218006	12341	uses
442	effect	n	217999	126424	effect
442	effect	n	217999	91575	effects
443	season	n	217695	190057	season
443	season	n	217695	27638	seasons
444	tax	n	217131	146047	tax
444	tax	n	217131	69910	taxes
444	tax	n	217131	1174	taxa
445	heart	n	216345	193026	heart
445	heart	n	216345	23319	hearts
446	son	n	216216	188352	son
446	son	n	216216	27864	sons
447	art	n	215981	159436	art
447	art	n	215981	56545	arts
448	possible	j	213803	213793	possible
448	possible	j	213803	10	possi-ble
449	serve	v	213511	76615	serve
449	serve	v	213511	68005	served
449	serve	v	213511	40283	serving
449	serve	v	213511	28608	serves
450	break	v	213364	73020	break
450	break	v	213364	54242	broke
450	break	v	213364	36772	breaking
450	break	v	213364	33046	broken
450	break	v	213364	16284	breaks
451	although	c	212390	212390	although
452	end	v	212174	106661	end
452	end	v	212174	65475	ended
452	end	v	212174	22702	ends
452	end	v	212174	17336	ending
453	market	n	210848	163660	market
453	market	n	210848	47188	markets
454	even	c	210702	210702	even
455	air	n	210307	208389	air
455	air	n	210307	1918	airs
456	force	n	210010	124831	force
456	force	n	210010	85179	forces
457	require	v	209616	76509	required
457	require	v	209616	63661	require
457	require	v	209616	53443	requires
457	require	v	209616	16003	requiring
458	foot	n	209334	149906	feet
458	foot	n	209334	59428	foot
459	up	i	209243	209243	up
460	listen	v	208819	137925	listen
460	listen	v	208819	44154	listening
460	listen	v	208819	21384	listened
460	listen	v	208819	5356	listens
461	agree	v	208506	125493	agree
461	agree	v	208506	63201	agreed
461	agree	v	208506	13748	agrees
461	agree	v	208506	6064	agreeing
462	according	i	208405	208405	according
463	anyone	p	207907	207907	anyone
464	baby	n	207577	176607	baby
464	baby	n	207577	30820	babies
464	baby	n	207577	150	babys
465	wrong	j	206856	206843	wrong
465	wrong	j	206856	13	wrongest
466	love	n	206700	204394	love
466	love	n	206700	2306	loves
467	cut	v	205886	160360	cut
467	cut	v	205886	28305	cutting
467	cut	v	205886	17221	cuts
468	decide	v	205447	117757	decided
468	decide	v	205447	62061	decide
468	decide	v	205447	13224	decides
468	decide	v	205447	12405	deciding
469	Republican	n	204793	107388	republican
469	Republican	n	204793	97405	republicans
470	full	j	204252	199887	full
470	full	j	204252	2288	fuller
470	full	j	204252	2077	fullest
471	behind	i	203530	203530	behind
472	pass	v	203033	94880	passed
472	pass	v	203033	71192	pass
472	pass	v	203033	21981	passing
472	pass	v	203033	14980	passes
473	interest	n	202642	145430	interest
473	interest	n	202642	57212	interests
474	sometimes	r	201833	201792	sometimes
474	sometimes	r	201833	41	some-times
475	security	n	201542	188561	security
475	security	n	201542	12981	securities
476	eat	v	201315	113415	eat
476	eat	v	201315	43624	eating
476	eat	v	201315	23604	ate
476	eat	v	201315	13069	eaten
476	eat	v	201315	7603	eats
477	report	v	201020	113387	reported
477	report	v	201020	37145	report
477	report	v	201020	29773	reports
477	report	v	201020	20715	reporting
478	control	n	200879	184672	control
478	control	n	200879	16207	controls
479	rate	n	200828	120197	rate
479	rate	n	200828	80631	rates
480	local	j	200668	200650	local
480	local	j	200668	18	lo-cal
481	suggest	v	200560	68789	suggest
481	suggest	v	200560	53872	suggested
481	suggest	v	200560	53359	suggests
481	suggest	v	200560	24540	suggesting
482	report	n	200188	141987	report
482	report	n	200188	58201	reports
483	nation	n	200021	132633	nation
483	nation	n	200021	67388	nations
484	sell	v	198982	77056	sell
484	sell	v	198982	66662	sold
484	sell	v	198982	42951	selling
484	sell	v	198982	12313	sells
485	action	n	198530	137393	action
485	action	n	198530	61137	actions
486	support	v	198185	115637	support
486	support	v	198185	40657	supported
486	support	v	198185	22266	supporting
486	support	v	198185	19625	supports
487	wife	n	197306	182326	wife
487	wife	n	197306	14792	wives
487	wife	n	197306	188	wifes
488	decision	n	196426	130326	decision
488	decision	n	196426	66100	decisions
489	receive	v	196239	98142	received
489	receive	v	196239	61214	receive
489	receive	v	196239	25548	receiving
489	receive	v	196239	10591	receives
489	receive	v	196239	398	recieved
489	receive	v	196239	346	recieve
490	value	n	195639	120941	value
490	value	n	195639	74698	values
491	base	v	195474	187894	based
491	base	v	195474	5120	base
491	base	v	195474	1653	basing
491	base	v	195474	807	bases
492	pick	v	195443	92579	pick
492	pick	v	195443	59901	picked
492	pick	v	195443	26221	picking
492	pick	v	195443	16742	picks
493	phone	n	194941	171931	phone
493	phone	n	194941	23008	phones
494	thanks	n	194839	194839	thanks
495	event	n	194748	98596	events
495	event	n	194748	96152	event
496	drive	v	194360	68079	drive
496	drive	v	194360	47870	driving
496	drive	v	194360	36452	drove
496	drive	v	194360	26394	driven
496	drive	v	194360	15562	drives
497	strong	j	193876	150122	strong
497	strong	j	193876	32208	stronger
497	strong	j	193876	11546	strongest
498	reach	v	193684	77070	reached
498	reach	v	193684	73599	reach
498	reach	v	193684	26541	reaching
498	reach	v	193684	16474	reaches
499	remain	v	193577	75459	remain
499	remain	v	193577	65026	remains
499	remain	v	193577	42938	remained
499	remain	v	193577	10154	remaining
500	explain	v	193276	86909	explain
500	explain	v	193276	49075	explained
500	explain	v	193276	38501	explains
500	explain	v	193276	18791	explaining
501	site	n	193251	135321	site
501	site	n	193251	57930	sites
502	hit	v	192969	150897	hit
502	hit	v	192969	24640	hitting
502	hit	v	192969	17432	hits
503	pull	v	192457	75260	pulled
503	pull	v	192457	67835	pull
503	pull	v	192457	29419	pulling
503	pull	v	192457	19943	pulls
504	church	n	191872	168990	church
504	church	n	191872	22806	churches
504	church	n	191872	76	churchs
505	model	n	191448	131262	model
505	model	n	191448	60186	models
506	perhaps	r	191398	191398	perhaps
507	relationship	n	191344	136867	relationship
507	relationship	n	191344	54452	relationships
507	relationship	n	191344	18	relation-ship
507	relationship	n	191344	7	relation-ships
508	six	m	191200	190865	six
508	six	m	191200	335	sixes
509	fine	j	190779	177947	fine
509	fine	j	190779	10046	finest
509	fine	j	190779	2786	finer
510	movie	n	190773	133102	movie
510	movie	n	190773	57671	movies
511	field	n	190489	149178	field
511	field	n	190489	41311	fields
512	raise	v	190353	77310	raised
512	raise	v	190353	63322	raise
512	raise	v	190353	31745	raising
512	raise	v	190353	17976	raises
513	less	r	190003	190003	less
514	player	n	189280	108363	players
514	player	n	189280	80917	player
515	couple	n	189272	168190	couple
515	couple	n	189272	21082	couples
516	million	m	188521	163158	million
516	million	m	188521	25363	millions
517	themselves	p	188414	187873	themselves
517	themselves	p	188414	385	themself
517	themselves	p	188414	82	theirselves
517	themselves	p	188414	46	them-selves
517	themselves	p	188414	27	theirself
518	record	n	187057	120048	record
518	record	n	187057	67009	records
519	especially	r	186130	186077	especially
519	especially	r	186130	53	expecially
520	difference	n	185310	115985	difference
520	difference	n	185310	69325	differences
521	light	n	185287	137359	light
521	light	n	185287	47928	lights
522	development	n	185238	168322	development
522	development	n	185238	16916	developments
523	federal	j	185144	185029	federal
523	federal	j	185144	115	federales
524	former	d	185057	185057	former
525	role	n	184483	155848	role
525	role	n	184483	28635	roles
526	pretty	r	183711	183711	pretty
527	myself	p	183232	183068	myself
527	myself	p	183232	163	meself
528	view	n	182417	133118	view
528	view	n	182417	49299	views
529	price	n	181918	111785	price
529	price	n	181918	70128	prices
529	price	n	181918	5	pricei
530	effort	n	181751	98004	effort
530	effort	n	181751	83747	efforts
531	nice	j	181568	175536	nice
531	nice	j	181568	3711	nicer
531	nice	j	181568	2321	nicest
532	quite	r	181432	181432	quite
533	along	i	181372	181372	along
534	voice	n	181328	151795	voice
534	voice	n	181328	29533	voices
535	finally	r	181233	181233	finally
536	department	n	181181	162909	department
536	department	n	181181	14758	departments
536	department	n	181181	3464	dept
536	department	n	181181	50	depts
537	either	r	181133	181133	either
538	toward	i	180784	180784	toward
539	leader	n	180573	97179	leaders
539	leader	n	180573	83394	leader
540	because	i	178859	178859	because
541	photo	n	177976	130058	photo
541	photo	n	177976	47918	photos
542	wear	v	177786	64706	wearing
542	wear	v	177786	55698	wear
542	wear	v	177786	31016	wore
542	wear	v	177786	14418	worn
542	wear	v	177786	11948	wears
543	space	n	177126	160084	space
543	space	n	177126	17042	spaces
544	project	n	177076	122820	project
544	project	n	177076	54256	projects
545	return	v	176787	71676	return
545	return	v	176787	65141	returned
545	return	v	176787	25191	returning
545	return	v	176787	14779	returns
546	position	n	176578	137836	position
546	position	n	176578	38742	positions
547	special	j	176515	176515	special
548	million	n	175586	140954	million
548	million	n	175586	34632	millions
549	film	n	175442	137397	film
549	film	n	175442	38045	films
550	need	n	175440	110036	need
550	need	n	175440	65404	needs
551	major	j	175432	175432	major
552	type	n	173975	114239	type
552	type	n	173975	59736	types
553	town	n	173905	155230	town
553	town	n	173905	18675	towns
554	article	n	173819	134717	article
554	article	n	173819	39102	articles
555	road	n	173413	147818	road
555	road	n	173413	25595	roads
556	form	n	173161	123795	form
556	form	n	173161	49366	forms
557	chance	n	172820	143944	chance
557	chance	n	172820	28876	chances
558	drug	n	172756	99465	drug
558	drug	n	172756	73291	drugs
559	economic	j	172153	172153	economic
560	situation	n	171026	136885	situation
560	situation	n	171026	34141	situations
561	choose	v	170716	78967	choose
561	choose	v	170716	37625	chose
561	choose	v	170716	29773	chosen
561	choose	v	170716	16835	choosing
561	choose	v	170716	7265	chooses
561	choose	v	170716	194	choses
561	choose	v	170716	56	chosing
562	practice	n	170654	121670	practice
562	practice	n	170654	48984	practices
563	cause	v	170629	63095	cause
563	cause	v	170629	62509	caused
563	cause	v	170629	25245	causing
563	cause	v	170629	19780	causes
564	happy	j	170573	158280	happy
564	happy	j	170573	8975	happier
564	happy	j	170573	3318	happiest
565	science	n	170488	150338	science
565	science	n	170488	20150	sciences
566	join	v	170302	65306	join
566	join	v	170302	50239	joined
566	join	v	170302	38672	joining
566	join	v	170302	16085	joins
567	teach	v	169673	57872	teach
567	teach	v	169673	56163	taught
567	teach	v	169673	41711	teaching
567	teach	v	169673	13927	teaches
568	early	r	169653	84674	earlier
568	early	r	169653	84142	early
568	early	r	169653	837	earliest
569	develop	v	168894	68778	developed
569	develop	v	168894	66762	develop
569	develop	v	168894	26513	developing
569	develop	v	168894	6761	develops
569	develop	v	168894	80	develope
570	share	v	168892	92104	share
570	share	v	168892	34589	shared
570	share	v	168892	34213	sharing
570	share	v	168892	7986	shares
571	yourself	p	168841	159816	yourself
571	yourself	p	168841	8900	yourselves
571	yourself	p	168841	83	yerself
571	yourself	p	168841	41	your-self
572	carry	v	168820	65441	carry
572	carry	v	168820	49952	carried
572	carry	v	168820	35999	carrying
572	carry	v	168820	17427	carries
